user_id,attr_1,attr_2,attr_3,age,domain
92,1.0,1.0,2.0,26.0,@gmail.com
93,,1.0,0.0,,@gmail.com
94,1.0,1.0,2.0,30.0,@gmail.com
95,1.0,1.0,2.0,34.0,@hotmail.com
96,1.0,1.0,2.0,39.0,@gmail.com
97,1.0,1.0,2.0,34.0,@gmail.com
98,1.0,1.0,2.0,30.0,@gmail.com
99,1.0,1.0,2.0,30.0,@gmail.com
100,1.0,1.0,1.0,22.0,@hotmail.com
101,,1.0,0.0,,@gmail.com
102,1.0,1.0,2.0,25.0,@hotmail.com
103,1.0,1.0,4.0,35.0,@gmail.com
104,,1.0,0.0,,@gmail.com
105,1.0,1.0,2.0,28.0,@gmail.com
106,1.0,1.0,2.0,26.0,@gmail.com
107,1.0,1.0,2.0,28.0,@hotmail.com
108,1.0,1.0,2.0,31.0,@gmail.com
109,1.0,1.0,2.0,30.0,@yahoo.com
110,1.0,1.0,3.0,36.0,@gmail.com
111,1.0,1.0,2.0,27.0,@gmail.com
112,1.0,1.0,1.0,25.0,@gmail.com
113,1.0,1.0,1.0,69.0,@gmail.com
114,1.0,1.0,2.0,47.0,@gmail.com
115,1.0,1.0,2.0,30.0,@hotmail.com
116,1.0,1.0,1.0,30.0,@gmail.com
117,1.0,1.0,2.0,24.0,@hotmail.com
118,1.0,1.0,1.0,37.0,@gmail.com
119,1.0,1.0,2.0,34.0,@gmail.com
120,1.0,1.0,4.0,41.0,@gmail.com
121,,1.0,0.0,,@hotmail.com
122,1.0,1.0,2.0,29.0,@gmail.com
123,1.0,1.0,2.0,39.0,@gmail.com
124,1.0,1.0,2.0,29.0,@gmail.com
125,,1.0,0.0,,@hotmail.com
126,1.0,1.0,2.0,32.0,@gmail.com
127,1.0,1.0,2.0,35.0,@hotmail.com
128,1.0,1.0,2.0,31.0,@gmail.com
129,1.0,1.0,1.0,29.0,@gmail.com
130,,1.0,0.0,,@gmail.com
131,1.0,1.0,2.0,38.0,@gmail.com
132,1.0,1.0,1.0,59.0,@gmail.com
133,1.0,1.0,2.0,44.0,@gmail.com
134,1.0,1.0,2.0,25.0,@hotmail.com
135,1.0,1.0,1.0,48.0,@gmail.com
136,,1.0,0.0,,@gmail.com
137,,1.0,0.0,,@yahoo.com
138,1.0,1.0,1.0,27.0,@icloud.com
139,1.0,1.0,2.0,24.0,@gmail.com
140,,1.0,0.0,,@gmail.com
141,,1.0,0.0,,@gmail.com
142,1.0,1.0,1.0,28.0,@hotmail.com
143,1.0,1.0,2.0,23.0,@yahoo.com
144,1.0,1.0,2.0,29.0,@gmail.com
145,1.0,1.0,3.0,42.0,@gmail.com
146,1.0,1.0,2.0,36.0,@gmail.com
147,1.0,1.0,2.0,24.0,@gmail.com
148,,1.0,0.0,,@gmail.com
149,,1.0,0.0,,@gmail.com
150,1.0,1.0,2.0,33.0,@gmail.com
151,1.0,1.0,2.0,35.0,@gmail.com
152,,1.0,0.0,,@gmail.com
153,1.0,1.0,1.0,22.0,@gmail.com
154,1.0,1.0,2.0,25.0,@yahoo.com
155,1.0,1.0,2.0,35.0,@gmail.com
156,1.0,1.0,1.0,34.0,@gmail.com
157,1.0,1.0,2.0,30.0,@gmail.com
158,1.0,1.0,2.0,28.0,@hotmail.com
159,1.0,1.0,2.0,32.0,@yahoo.com
160,1.0,1.0,2.0,52.0,@gmail.com
161,1.0,1.0,3.0,20.0,@yahoo.com
162,1.0,1.0,2.0,22.0,@gmail.com
163,1.0,1.0,1.0,38.0,@hotmail.com
164,1.0,1.0,2.0,29.0,@gmail.com
165,1.0,1.0,2.0,24.0,@gmail.com
166,1.0,1.0,2.0,27.0,@gmail.com
167,1.0,1.0,1.0,40.0,@gmail.com
168,1.0,1.0,1.0,29.0,@icloud.com
169,1.0,1.0,2.0,27.0,@gmail.com
170,1.0,,2.0,29.0,@gmail.com
171,1.0,1.0,2.0,26.0,@yahoo.com
172,1.0,1.0,2.0,27.0,@gmail.com
173,1.0,1.0,2.0,39.0,@yahoo.com
174,,1.0,0.0,,@gmail.com
175,1.0,1.0,2.0,42.0,@gmail.com
176,,1.0,0.0,,@hotmail.com
177,,1.0,0.0,,@yahoo.com
178,1.0,1.0,2.0,29.0,@gmail.com
179,1.0,1.0,2.0,28.0,@gmail.com
180,1.0,1.0,4.0,50.0,@gmail.com
181,1.0,1.0,2.0,22.0,@yahoo.com
182,1.0,1.0,2.0,28.0,@gmail.com
183,1.0,1.0,2.0,25.0,@gmail.com
184,1.0,1.0,2.0,24.0,@yahoo.com
185,,1.0,0.0,,@gmail.com
186,,1.0,0.0,,@gmail.com
187,1.0,1.0,2.0,28.0,@gmail.com
188,1.0,1.0,2.0,34.0,@gmail.com
189,,1.0,0.0,,@gmail.com
190,1.0,1.0,1.0,33.0,@gmail.com
191,,1.0,0.0,,@hotmail.com
192,,1.0,0.0,,@gmail.com
193,1.0,1.0,1.0,30.0,@gmail.com
194,1.0,1.0,2.0,24.0,@gmail.com
195,1.0,1.0,2.0,24.0,@hotmail.com
196,1.0,1.0,4.0,27.0,@yahoo.com
197,1.0,1.0,2.0,33.0,@hotmail.com
198,1.0,1.0,2.0,26.0,@gmail.com
199,1.0,1.0,2.0,54.0,@gmail.com
200,1.0,1.0,2.0,34.0,@hotmail.com
201,1.0,1.0,2.0,26.0,@gmail.com
202,1.0,1.0,3.0,50.0,@hotmail.com
203,,1.0,0.0,,@gmail.com
204,,1.0,0.0,,@gmail.com
205,1.0,1.0,2.0,37.0,@gmail.com
206,1.0,1.0,2.0,31.0,@gmail.com
207,1.0,1.0,2.0,20.0,@yahoo.com
208,1.0,1.0,1.0,40.0,@gmail.com
209,1.0,1.0,1.0,23.0,@gmail.com
210,,1.0,0.0,,@gmail.com
211,1.0,1.0,2.0,46.0,@yahoo.com
212,1.0,1.0,2.0,38.0,@yahoo.com
213,,1.0,0.0,,@gmail.com
214,,1.0,0.0,,@hotmail.com
215,1.0,1.0,1.0,39.0,@yahoo.com
216,1.0,1.0,2.0,26.0,@gmail.com
217,,1.0,0.0,,@gmail.com
218,1.0,1.0,3.0,50.0,@gmail.com
219,1.0,1.0,2.0,23.0,@yahoo.com
220,,1.0,0.0,,@gmail.com
221,,1.0,0.0,,@hotmail.com
222,1.0,1.0,1.0,52.0,@gmail.com
223,1.0,1.0,2.0,26.0,@gmail.com
224,1.0,1.0,2.0,29.0,@gmail.com
225,1.0,1.0,1.0,25.0,@gmail.com
226,1.0,1.0,2.0,26.0,@gmail.com
227,1.0,1.0,1.0,36.0,@gmail.com
228,1.0,1.0,2.0,22.0,@gmail.com
229,1.0,1.0,2.0,27.0,@gmail.com
230,1.0,1.0,2.0,31.0,@gmail.com
231,1.0,1.0,2.0,41.0,@gmail.com
232,1.0,1.0,1.0,24.0,@gmail.com
233,1.0,1.0,2.0,36.0,@gmail.com
234,1.0,1.0,1.0,29.0,@gmail.com
235,,1.0,0.0,,@gmail.com
236,1.0,1.0,1.0,40.0,@gmail.com
237,,1.0,0.0,,@gmail.com
238,1.0,1.0,2.0,34.0,@gmail.com
239,,1.0,0.0,,@gmail.com
240,,1.0,0.0,,@gmail.com
241,1.0,1.0,2.0,41.0,@gmail.com
242,1.0,1.0,2.0,31.0,@gmail.com
243,1.0,,2.0,27.0,@yahoo.com
244,1.0,1.0,2.0,25.0,@gmail.com
245,1.0,1.0,3.0,33.0,@yahoo.com
246,1.0,1.0,2.0,35.0,@gmail.com
247,1.0,1.0,2.0,50.0,@gmail.com
248,,1.0,0.0,,@gmail.com
249,1.0,1.0,2.0,26.0,@gmail.com
250,1.0,1.0,2.0,32.0,@gmail.com
251,,1.0,0.0,,@gmail.com
252,1.0,1.0,1.0,50.0,@gmail.com
253,1.0,1.0,1.0,21.0,@gmail.com
254,1.0,1.0,2.0,24.0,@gmail.com
255,1.0,1.0,2.0,33.0,@gmail.com
256,1.0,1.0,2.0,21.0,@gmail.com
257,1.0,1.0,2.0,19.0,@gmail.com
258,1.0,1.0,2.0,22.0,@gmail.com
259,1.0,1.0,1.0,35.0,@gmail.com
260,1.0,1.0,2.0,20.0,@gmail.com
261,,1.0,0.0,,@hotmail.com
262,1.0,1.0,2.0,28.0,@gmail.com
263,,1.0,0.0,,@gmail.com
264,,1.0,0.0,,@gmail.com
265,,1.0,0.0,,@gmail.com
266,,1.0,0.0,,@gmail.com
267,1.0,1.0,4.0,50.0,@gmail.com
268,1.0,1.0,2.0,39.0,@gmail.com
269,,1.0,0.0,,@gmail.com
270,1.0,1.0,2.0,28.0,@gmail.com
271,1.0,1.0,2.0,27.0,@gmail.com
272,1.0,1.0,2.0,36.0,@yahoo.com
273,1.0,1.0,1.0,35.0,@gmail.com
274,1.0,1.0,2.0,29.0,@gmail.com
275,1.0,1.0,2.0,27.0,@gmail.com
276,,1.0,0.0,,@hotmail.com
277,,1.0,0.0,,other
278,,1.0,0.0,,@gmail.com
279,1.0,1.0,1.0,47.0,@gmail.com
280,,1.0,0.0,,@yahoo.com
281,1.0,1.0,2.0,32.0,@gmail.com
282,,1.0,0.0,,@gmail.com
283,,1.0,0.0,,@gmail.com
284,,1.0,0.0,,@gmail.com
285,1.0,1.0,2.0,28.0,@yahoo.com
286,1.0,1.0,2.0,21.0,@yahoo.com
287,1.0,1.0,4.0,37.0,@gmail.com
288,1.0,1.0,2.0,22.0,@gmail.com
289,1.0,1.0,2.0,29.0,@gmail.com
290,1.0,1.0,2.0,23.0,@gmail.com
291,1.0,1.0,2.0,22.0,@gmail.com
292,1.0,1.0,2.0,31.0,@gmail.com
293,,1.0,0.0,,@gmail.com
294,1.0,1.0,2.0,32.0,@gmail.com
295,1.0,,2.0,22.0,@gmail.com
296,,1.0,0.0,,@gmail.com
297,,1.0,0.0,,@gmail.com
298,,1.0,0.0,,@hotmail.com
299,1.0,1.0,1.0,38.0,@gmail.com
300,,1.0,0.0,,@gmail.com
301,1.0,1.0,2.0,38.0,@gmail.com
302,1.0,1.0,2.0,45.0,@gmail.com
303,1.0,1.0,2.0,33.0,@hotmail.com
304,,1.0,0.0,,@gmail.com
305,1.0,1.0,2.0,38.0,@gmail.com
306,1.0,1.0,1.0,29.0,@hotmail.com
307,,1.0,0.0,,@gmail.com
308,1.0,1.0,2.0,37.0,@gmail.com
309,1.0,1.0,1.0,28.0,@live.com
310,1.0,1.0,2.0,31.0,@gmail.com
311,1.0,1.0,2.0,28.0,@gmail.com
312,,1.0,0.0,,@gmail.com
313,1.0,1.0,2.0,42.0,@gmail.com
314,1.0,1.0,2.0,22.0,@hotmail.com
315,1.0,1.0,1.0,26.0,@hotmail.com
316,1.0,1.0,2.0,30.0,@yahoo.com
317,1.0,1.0,1.0,35.0,@gmail.com
318,1.0,1.0,4.0,50.0,@gmail.com
319,1.0,1.0,1.0,27.0,@gmail.com
320,1.0,1.0,1.0,25.0,@icloud.com
321,1.0,1.0,2.0,25.0,@gmail.com
322,1.0,1.0,1.0,25.0,@hotmail.com
323,1.0,1.0,2.0,32.0,@gmail.com
324,1.0,1.0,2.0,30.0,@gmail.com
325,,1.0,0.0,,@gmail.com
326,1.0,1.0,4.0,33.0,@gmail.com
327,1.0,1.0,2.0,41.0,@gmail.com
328,,1.0,0.0,,@gmail.com
329,1.0,1.0,2.0,34.0,@gmail.com
330,1.0,1.0,1.0,41.0,@yahoo.com
331,,1.0,0.0,,@gmail.com
332,1.0,1.0,2.0,29.0,@gmail.com
333,,1.0,0.0,,@gmail.com
334,,1.0,0.0,,@hotmail.com
335,1.0,,2.0,35.0,@gmail.com
336,1.0,1.0,2.0,32.0,@gmail.com
337,,1.0,0.0,,@outlook.com
338,,1.0,0.0,,@gmail.com
339,,1.0,0.0,,@gmail.com
340,1.0,1.0,4.0,36.0,@gmail.com
341,1.0,1.0,2.0,30.0,@gmail.com
342,1.0,1.0,2.0,32.0,@gmail.com
343,,1.0,0.0,,@hotmail.com
344,1.0,1.0,2.0,24.0,@gmail.com
345,1.0,1.0,1.0,43.0,@gmail.com
346,1.0,1.0,2.0,27.0,@yahoo.com
347,1.0,1.0,2.0,29.0,@hotmail.com
348,1.0,1.0,2.0,31.0,@gmail.com
349,1.0,1.0,2.0,32.0,@yahoo.com
350,,1.0,0.0,,@yahoo.com
351,1.0,1.0,2.0,30.0,other
352,1.0,1.0,2.0,23.0,@gmail.com
353,1.0,1.0,1.0,30.0,@yahoo.com
354,1.0,1.0,2.0,19.0,@gmail.com
355,1.0,1.0,2.0,27.0,@gmail.com
356,1.0,1.0,2.0,20.0,@hotmail.com
357,1.0,1.0,1.0,19.0,@gmail.com
358,1.0,1.0,2.0,25.0,@gmail.com
359,,1.0,0.0,,@gmail.com
360,1.0,1.0,1.0,35.0,@hotmail.com
361,1.0,1.0,1.0,35.0,@gmail.com
362,1.0,1.0,2.0,25.0,@gmail.com
363,,1.0,0.0,,@gmail.com
364,1.0,1.0,2.0,28.0,@gmail.com
365,1.0,1.0,1.0,30.0,@gmail.com
366,1.0,1.0,1.0,46.0,@gmail.com
367,1.0,1.0,2.0,26.0,@gmail.com
368,1.0,1.0,2.0,36.0,@gmail.com
369,1.0,1.0,2.0,33.0,@rocketmail.com
370,1.0,1.0,1.0,33.0,@gmail.com
371,1.0,1.0,2.0,31.0,@gmail.com
372,1.0,1.0,2.0,23.0,@gmail.com
373,,1.0,0.0,,@hotmail.com
374,,1.0,0.0,,@gmail.com
375,1.0,1.0,2.0,41.0,@gmail.com
376,,1.0,0.0,,@gmail.com
377,1.0,1.0,3.0,30.0,@gmail.com
378,,1.0,0.0,,@gmail.com
379,1.0,1.0,1.0,36.0,@gmail.com
380,,1.0,0.0,,@gmail.com
381,1.0,1.0,2.0,30.0,@gmail.com
382,,1.0,0.0,,@gmail.com
383,1.0,1.0,2.0,25.0,@gmail.com
384,1.0,1.0,2.0,22.0,@hotmail.com
385,,1.0,0.0,,@ymail.com
386,1.0,1.0,2.0,33.0,@gmail.com
387,1.0,1.0,4.0,37.0,@gmail.com
388,1.0,1.0,1.0,45.0,@gmail.com
389,1.0,1.0,1.0,20.0,@gmail.com
390,1.0,1.0,2.0,27.0,@live.com
391,1.0,1.0,2.0,30.0,@hotmail.com
392,1.0,1.0,2.0,18.0,@yahoo.com
393,1.0,1.0,1.0,29.0,@yahoo.com
394,1.0,1.0,4.0,24.0,@gmail.com
395,1.0,1.0,2.0,24.0,@gmail.com
396,1.0,1.0,2.0,25.0,@gmail.com
397,,1.0,0.0,,@gmail.com
398,1.0,1.0,2.0,24.0,@hotmail.com
399,1.0,1.0,2.0,27.0,@yahoo.com
400,1.0,1.0,2.0,21.0,@gmail.com
401,1.0,1.0,4.0,21.0,@gmail.com
402,1.0,1.0,2.0,40.0,@gmail.com
403,,1.0,0.0,,@gmail.com
404,1.0,1.0,1.0,20.0,@gmail.com
405,1.0,1.0,1.0,28.0,@hotmail.com
406,,1.0,0.0,,@hotmail.com
407,1.0,1.0,2.0,21.0,@yahoo.com
408,,1.0,0.0,,@gmail.com
409,1.0,1.0,2.0,28.0,@gmail.com
410,1.0,1.0,2.0,32.0,@live.com
411,1.0,1.0,2.0,28.0,@hotmail.com
412,,1.0,0.0,,@gmail.com
413,1.0,1.0,2.0,31.0,@gmail.com
414,1.0,1.0,1.0,0.0,@gmail.com
415,,1.0,0.0,,@gmail.com
416,1.0,1.0,1.0,39.0,@gmail.com
417,1.0,1.0,2.0,31.0,@gmail.com
418,1.0,1.0,2.0,31.0,@gmail.com
419,1.0,1.0,2.0,35.0,@gmail.com
420,1.0,1.0,2.0,34.0,@gmail.com
421,1.0,1.0,2.0,23.0,@hotmail.com
422,1.0,1.0,2.0,40.0,@yahoo.com
423,,1.0,0.0,,@yahoo.com
424,1.0,1.0,1.0,28.0,@gmail.com
425,1.0,1.0,2.0,23.0,@yahoo.com
426,1.0,1.0,1.0,30.0,@gmail.com
427,1.0,1.0,1.0,24.0,@gmail.com
428,1.0,1.0,2.0,40.0,@hotmail.com
429,,1.0,0.0,,@hotmail.com
430,1.0,1.0,1.0,24.0,@gmail.com
431,1.0,1.0,2.0,36.0,@gmail.com
432,1.0,1.0,2.0,26.0,@gmail.com
433,1.0,1.0,2.0,23.0,@gmail.com
434,1.0,1.0,2.0,50.0,other
435,1.0,1.0,2.0,31.0,@gmail.com
436,1.0,1.0,2.0,33.0,@gmail.com
437,1.0,1.0,2.0,40.0,@gmail.com
438,,1.0,0.0,,@gmail.com
439,1.0,1.0,2.0,34.0,@gmail.com
440,1.0,1.0,2.0,26.0,@gmail.com
441,1.0,1.0,2.0,24.0,@hotmail.com
442,1.0,1.0,1.0,34.0,@gmail.com
443,,,0.0,,@gmail.com
444,1.0,1.0,2.0,30.0,@gmail.com
445,1.0,1.0,2.0,32.0,@gmail.com
446,1.0,1.0,2.0,54.0,@hotmail.com
447,1.0,1.0,3.0,50.0,@gmail.com
448,1.0,1.0,1.0,24.0,@gmail.com
449,1.0,1.0,2.0,30.0,@gmail.com
450,1.0,1.0,1.0,29.0,@gmail.com
451,1.0,1.0,2.0,35.0,@yahoo.com
452,1.0,1.0,2.0,23.0,@hotmail.com
453,1.0,1.0,2.0,42.0,@gmail.com
454,1.0,1.0,2.0,30.0,@gmail.com
455,1.0,1.0,1.0,59.0,@gmail.com
456,1.0,1.0,2.0,26.0,@hotmail.com
457,1.0,1.0,1.0,27.0,@gmail.com
458,1.0,1.0,1.0,26.0,@gmail.com
459,1.0,1.0,1.0,31.0,@gmail.com
460,1.0,1.0,1.0,33.0,@hotmail.com
461,,1.0,0.0,,@hotmail.com
462,,1.0,0.0,,@yahoo.com
463,1.0,1.0,2.0,25.0,@gmail.com
464,1.0,1.0,2.0,27.0,@gmail.com
465,,1.0,0.0,,@gmail.com
466,,1.0,0.0,,@gmail.com
467,1.0,1.0,1.0,51.0,@gmail.com
468,1.0,1.0,2.0,41.0,@yahoo.com
469,1.0,1.0,2.0,37.0,@gmail.com
470,1.0,1.0,2.0,29.0,@gmail.com
471,1.0,1.0,2.0,28.0,@gmail.com
472,,1.0,0.0,,@gmail.com
473,1.0,1.0,1.0,29.0,@gmail.com
474,,1.0,0.0,,@gmail.com
475,1.0,1.0,1.0,25.0,@gmail.com
476,1.0,1.0,1.0,36.0,@hotmail.com
477,1.0,1.0,1.0,32.0,@hotmail.com
478,1.0,1.0,2.0,28.0,@gmail.com
479,,1.0,0.0,,@gmail.com
480,1.0,1.0,2.0,35.0,@gmail.com
481,1.0,1.0,1.0,32.0,@gmail.com
482,,1.0,0.0,,@yahoo.com
483,1.0,1.0,1.0,33.0,@gmail.com
484,1.0,1.0,2.0,21.0,@gmail.com
485,1.0,1.0,2.0,31.0,@gmail.com
486,,1.0,0.0,,@gmail.com
487,1.0,1.0,2.0,25.0,@hotmail.com
488,1.0,1.0,1.0,28.0,@gmail.com
489,1.0,1.0,2.0,22.0,@gmail.com
490,1.0,1.0,2.0,22.0,other
491,1.0,1.0,2.0,30.0,@gmail.com
492,1.0,1.0,4.0,37.0,@gmail.com
493,1.0,1.0,2.0,19.0,@icloud.com
494,1.0,1.0,2.0,23.0,@gmail.com
495,1.0,1.0,1.0,33.0,@gmail.com
496,1.0,,2.0,21.0,@gmail.com
497,1.0,1.0,2.0,24.0,@gmail.com
498,1.0,1.0,2.0,26.0,@gmail.com
499,1.0,1.0,2.0,20.0,@gmail.com
500,,1.0,0.0,,@hotmail.com
501,1.0,1.0,2.0,50.0,@yahoo.com
502,1.0,1.0,2.0,39.0,@gmail.com
503,,1.0,0.0,,@yahoo.com
504,,1.0,0.0,,@hotmail.com
505,1.0,1.0,1.0,21.0,@gmail.com
506,,1.0,0.0,,@gmail.com
507,1.0,1.0,2.0,35.0,@gmail.com
508,1.0,1.0,2.0,54.0,@gmail.com
509,1.0,1.0,2.0,23.0,@gmail.com
510,1.0,1.0,1.0,27.0,@gmail.com
511,1.0,1.0,2.0,32.0,@gmail.com
512,1.0,1.0,2.0,40.0,@yahoo.com
513,1.0,1.0,2.0,40.0,@gmail.com
514,1.0,1.0,2.0,27.0,@gmail.com
515,1.0,1.0,1.0,30.0,@gmail.com
516,1.0,1.0,1.0,46.0,@gmail.com
517,1.0,1.0,2.0,34.0,@gmail.com
518,1.0,1.0,2.0,36.0,@gmail.com
519,,1.0,0.0,,@gmail.com
520,1.0,1.0,1.0,55.0,@hotmail.com
521,,1.0,0.0,,@yahoo.com
522,1.0,1.0,2.0,25.0,@yahoo.com
523,1.0,1.0,2.0,36.0,@gmail.com
524,1.0,1.0,2.0,23.0,@outlook.com
525,1.0,1.0,2.0,23.0,@gmail.com
526,,1.0,0.0,,@hotmail.com
527,1.0,1.0,2.0,42.0,@gmail.com
528,1.0,1.0,2.0,33.0,@gmail.com
529,1.0,1.0,2.0,28.0,@gmail.com
530,1.0,1.0,2.0,41.0,@hotmail.com
531,1.0,1.0,3.0,50.0,@gmail.com
532,1.0,1.0,2.0,25.0,@hotmail.com
533,1.0,1.0,2.0,25.0,@gmail.com
534,1.0,1.0,2.0,30.0,@gmail.com
535,1.0,,2.0,0.0,@gmail.com
536,1.0,1.0,2.0,37.0,@gmail.com
537,1.0,1.0,2.0,26.0,@gmail.com
538,1.0,1.0,2.0,34.0,@gmail.com
539,1.0,1.0,1.0,35.0,@hotmail.com
540,1.0,1.0,2.0,28.0,@gmail.com
541,1.0,1.0,2.0,25.0,@gmail.com
542,1.0,1.0,2.0,26.0,other
543,1.0,1.0,1.0,41.0,@gmail.com
544,1.0,,2.0,28.0,@gmail.com
545,1.0,1.0,2.0,29.0,@gmail.com
546,,1.0,0.0,,@gmail.com
547,,1.0,0.0,,@gmail.com
548,1.0,1.0,2.0,29.0,@gmail.com
549,1.0,1.0,2.0,22.0,@gmail.com
550,1.0,1.0,1.0,26.0,@gmail.com
551,,1.0,0.0,,@gmail.com
552,1.0,1.0,2.0,26.0,@gmail.com
553,1.0,1.0,2.0,27.0,@gmail.com
554,,1.0,0.0,,@gmail.com
555,,1.0,0.0,,@gmail.com
556,1.0,1.0,2.0,25.0,@gmail.com
557,1.0,1.0,1.0,0.0,other
558,1.0,1.0,2.0,26.0,@gmail.com
559,1.0,1.0,1.0,24.0,@gmail.com
560,,1.0,0.0,,@gmail.com
561,,1.0,0.0,,@hotmail.com
562,1.0,1.0,2.0,50.0,@gmail.com
563,1.0,1.0,4.0,44.0,@hotmail.com
564,,1.0,0.0,,@gmail.com
565,1.0,1.0,2.0,21.0,@gmail.com
566,1.0,1.0,2.0,23.0,@gmail.com
567,1.0,1.0,2.0,5.0,@gmail.com
568,1.0,1.0,4.0,39.0,@yahoo.com
569,1.0,1.0,1.0,38.0,@gmail.com
570,1.0,1.0,2.0,28.0,@gmail.com
571,1.0,1.0,2.0,32.0,@yahoo.com
572,1.0,1.0,2.0,22.0,@gmail.com
573,1.0,1.0,1.0,22.0,@gmail.com
574,1.0,,2.0,38.0,@gmail.com
575,,1.0,0.0,,@gmail.com
576,1.0,1.0,1.0,29.0,@gmail.com
577,1.0,1.0,2.0,46.0,@gmail.com
578,1.0,1.0,2.0,25.0,@gmail.com
579,1.0,,1.0,43.0,@yahoo.com
580,,1.0,0.0,,@gmail.com
581,1.0,1.0,2.0,6.0,@gmail.com
582,,1.0,0.0,,@gmail.com
583,,1.0,0.0,,@gmail.com
584,1.0,1.0,2.0,24.0,@gmail.com
585,1.0,1.0,1.0,35.0,@gmail.com
586,1.0,1.0,2.0,29.0,@yahoo.com
587,1.0,1.0,2.0,22.0,@gmail.com
588,1.0,1.0,2.0,37.0,@gmail.com
